all, , , , , , , ,mods, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , modpacks, , , , , , , , , , , , , , , resourcepacks, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
date, authors, total, , type, , , , loaders, , , , , , , , , , , categories, , , , , , , , , , , , , , , , , , , , required_environment, , , , loaders, , , , categories, , , , , , , , , , , features, , , , , , , , , , , , categories, , , , , , , , , , , resolutions, , , , , , , , 
date, authors, total, , mod, modpack, resourcepack, , fabric, forge, quilt, rift, modloader, bukkit, spigot, paper, purpur, sponge, , adventure, cursed, decoration, economy, equipment, food, game-mechanics, library, magic, management, minigame, mobs, optimization, social, storage, technology, transportation, utility, worldgen, , client, server, both, , fabric, forge, quilt, , adventure, challenging, combat, kitchen-sink, lightweight, magic, multiplayer, optimizations, quests, technology, , audio, blocks, core-shaders, entities, environment, equipment, fonts, gui, items, locale, models, , combat, cursed, decoration, modded, realistic, simplistic, themed, tweaks, utility, vanilla-like, , 8x-, 16x, 32x, 64x, 128x, 256x, 512x+, , 
2022-05-10, 4, 4, , 4, 0, 0, , 3, 2, 1, 0, 0, 0, 1, 1, 0, 1, , 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, , 1, 1, 2, , 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, , 
2022-05-11, 2, 6, , 4, 2, 0, , 2, 1, 3, 0, 0, 0, 0, 0, 0, 0, , 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, , 2, 0, 1, , 1, 0, 1, , 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, , 
2022-05-12, 2, 2, , 2, 0, 0, , 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, , 0, 0, 2, , 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, , 
2022-05-13, 1, 4, , 4, 0, 0, , 4, 0, 2, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 2, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, , 0, 1, 3, , 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, , 
2022-05-14, 4, 6, , 6, 0, 0, , 5, 2, 1, 0, 0, 0, 0, 0, 0, 0, , 0, 1, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, , 2, 0, 4, , 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, , 
2022-05-15, 5, 10, , 10, 0, 0, , 9, 2, 1, 0, 0, 0, 0, 0, 0, 0, , 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 7, 1, , 6, 0, 3, , 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, , 
2022-05-16, 8, 17, , 14, 3, 0, , 6, 10, 3, 0, 0, 0, 0, 0, 0, 0, , 4, 0, 0, 0, 2, 1, 0, 2, 2, 0, 0, 0, 1, 0, 1, 1, 0, 4, 2, , 2, 3, 9, , 2, 0, 1, , 0, 1, 0, 1, 3, 0, 2, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, , 
2022-05-17, 2, 19, , 17, 2, 0, , 6, 12, 3, 0, 0, 0, 0, 0, 0, 0, , 2, 1, 3, 0, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 1, 5, 3, , 3, 0, 14, , 1, 0, 1, , 1, 0, 0, 2, 0, 0, 1, 0, 0, 1, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, , 
2022-05-18, 3, 12, , 12, 0, 0, , 5, 8, 1, 0, 0, 0, 0, 0, 0, 0, , 3, 2, 1, 0, 4, 1, 0, 1, 1, 0, 0, 0, 0, 0, 2, 1, 0, 1, 1, , 2, 0, 10, , 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, , 
2022-05-19, 12, 15, , 11, 4, 0, , 3, 9, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 1, 1, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 0, 3, 4, , 0, 1, 10, , 4, 0, 1, , 1, 0, 0, 0, 2, 0, 3, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, , 
2022-05-20, 18, 26, , 25, 1, 0, , 4, 20, 1, 0, 1, 0, 0, 0, 0, 0, , 4, 0, 1, 0, 7, 2, 0, 5, 1, 0, 0, 0, 0, 0, 0, 6, 0, 9, 3, , 0, 0, 24, , 1, 0, 0, , 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, , 
2022-05-21, 8, 23, , 23, 0, 0, , 4, 19, 1, 0, 0, 0, 0, 0, 0, 0, , 2, 0, 6, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 1, 1, 1, 13, 4, , 4, 1, 14, , 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, , 
2022-05-22, 11, 26, , 23, 3, 0, , 9, 17, 3, 0, 0, 0, 0, 0, 0, 0, , 6, 1, 2, 0, 8, 1, 1, 2, 1, 0, 0, 0, 0, 0, 0, 1, 0, 14, 7, , 3, 3, 16, , 1, 0, 2, , 1, 0, 0, 2, 2, 0, 1, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, , 
2022-05-23, 3, 15, , 14, 1, 0, , 3, 13, 1, 0, 0, 0, 0, 0, 0, 0, , 5, 1, 1, 0, 3, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 2, 0, 7, 4, , 1, 0, 13, , 1, 0, 1, , 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, , 
2022-05-24, 12, 76, , 74, 2, 0, , 15, 68, 6, 0, 0, 0, 0, 0, 0, 0, , 4, 7, 8, 0, 4, 4, 0, 3, 8, 1, 0, 0, 0, 0, 4, 4, 0, 14, 5, , 9, 2, 61, , 2, 0, 2, , 1, 0, 0, 0, 1, 0, 2, 0, 0, 1, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, , 
2022-05-25, 9, 55, , 54, 1, 0, , 25, 46, 3, 0, 0, 0, 0, 0, 0, 0, , 4, 6, 16, 2, 5, 7, 2, 2, 6, 0, 0, 0, 2, 0, 2, 3, 0, 13, 6, , 8, 1, 44, , 1, 0, 1, , 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, , 
2022-05-26, 6, 32, , 31, 1, 0, , 14, 26, 5, 0, 0, 0, 0, 0, 0, 0, , 3, 2, 6, 0, 3, 1, 0, 3, 1, 0, 0, 0, 0, 1, 1, 3, 0, 8, 3, , 7, 4, 20, , 0, 0, 1, , 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, , 
2022-05-27, 4, 17, , 17, 0, 0, , 5, 10, 4, 0, 0, 0, 0, 0, 0, 0, , 3, 3, 4, 0, 2, 1, 0, 1, 2, 0, 0, 1, 0, 0, 1, 3, 1, 6, 2, , 1, 1, 15, , 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, , 
2022-05-28, 10, 27, , 25, 2, 0, , 7, 18, 2, 1, 0, 0, 0, 0, 0, 0, , 6, 4, 2, 1, 2, 3, 0, 0, 4, 0, 0, 1, 0, 0, 0, 3, 1, 8, 3, , 2, 3, 20, , 2, 0, 0, , 0, 0, 0, 1, 2, 0, 1, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, , 
2022-05-29, 19, 31, , 30, 1, 0, , 12, 19, 4, 0, 0, 0, 0, 0, 0, 0, , 5, 4, 8, 0, 4, 2, 0, 3, 1, 0, 0, 0, 1, 0, 2, 5, 0, 14, 1, , 6, 4, 19, , 1, 0, 0, , 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, , 
2022-05-30, 4, 30, , 27, 3, 0, , 13, 20, 5, 0, 0, 0, 0, 0, 0, 0, , 5, 1, 6, 0, 10, 2, 1, 0, 7, 0, 0, 0, 1, 0, 1, 3, 0, 8, 2, , 7, 2, 18, , 3, 0, 1, , 0, 0, 0, 1, 1, 0, 2, 0, 0, 1, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, , 
2022-05-31, 8, 40, , 37, 3, 0, , 11, 28, 3, 0, 0, 0, 0, 0, 0, 0, , 2, 1, 9, 0, 2, 2, 0, 1, 0, 0, 0, 0, 0, 0, 1, 17, 0, 13, 3, , 10, 1, 26, , 1, 1, 1, , 1, 0, 0, 2, 2, 0, 1, 0, 0, 1, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, , 
2022-06-01, 8, 21, , 20, 1, 0, , 7, 16, 4, 0, 0, 0, 0, 0, 0, 0, , 2, 1, 5, 0, 1, 1, 0, 1, 0, 0, 0, 1, 3, 0, 2, 2, 1, 4, 1, , 6, 2, 11, , 0, 1, 0, , 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, , 
2022-06-02, 9, 17, , 15, 2, 0, , 7, 7, 6, 0, 0, 0, 0, 0, 0, 0, , 3, 1, 0, 0, 2, 1, 1, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 8, 1, , 3, 2, 10, , 1, 2, 0, , 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, , 
2022-06-03, 6, 23, , 21, 2, 0, , 7, 16, 3, 0, 0, 0, 0, 0, 0, 0, , 1, 0, 1, 0, 7, 5, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 0, 5, 1, , 4, 1, 16, , 0, 2, 0, , 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, , 
2022-06-04, 5, 12, , 12, 0, 0, , 11, 4, 4, 0, 0, 0, 0, 0, 0, 0, , 1, 0, 0, 0, 2, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 2, 0, 6, 3, , 3, 2, 5, , 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, , 
2022-06-05, 9, 27, , 25, 2, 0, , 9, 16, 2, 0, 0, 0, 0, 0, 0, 0, , 6, 1, 2, 0, 3, 0, 0, 2, 1, 0, 0, 2, 0, 0, 3, 6, 0, 14, 3, , 4, 3, 18, , 0, 0, 2, , 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, , 
2022-06-06, 10, 28, , 25, 3, 0, , 16, 10, 4, 0, 0, 0, 0, 0, 0, 0, , 5, 1, 1, 0, 2, 1, 1, 2, 2, 0, 0, 0, 1, 0, 1, 5, 0, 14, 1, , 5, 0, 19, , 3, 0, 2, , 0, 0, 0, 1, 3, 0, 3, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, , 
2022-06-07, 10, 19, , 16, 3, 0, , 12, 8, 2, 0, 0, 0, 0, 0, 0, 0, , 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 2, 0, 9, 0, , 5, 1, 8, , 2, 1, 1, , 2, 0, 0, 0, 1, 0, 1, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, , 
2022-06-08, 7, 9, , 8, 1, 0, , 3, 5, 1, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 2, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 6, 2, , 1, 2, 5, , 1, 0, 1, , 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, , 
2022-06-09, 7, 14, , 10, 4, 0, , 3, 7, 0, 0, 0, 0, 0, 0, 0, 0, , 2, 1, 1, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 5, 0, , 2, 0, 8, , 2, 0, 3, , 1, 0, 0, 1, 3, 0, 2, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, , 
2022-06-10, 4, 9, , 7, 2, 0, , 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 4, 0, , 6, 0, 1, , 1, 1, 1, , 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, , 
2022-06-11, 10, 37, , 32, 5, 0, , 15, 19, 6, 3, 0, 0, 0, 0, 0, 0, , 3, 2, 6, 0, 8, 2, 1, 4, 1, 0, 0, 0, 0, 0, 2, 2, 0, 15, 0, , 7, 3, 19, , 4, 0, 1, , 0, 0, 0, 2, 3, 1, 3, 0, 0, 1, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, , 
2022-06-12, 11, 17, , 16, 1, 0, , 13, 3, 5, 0, 0, 0, 0, 0, 0, 0, , 1, 0, 1, 0, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 9, 0, , 7, 1, 7, , 1, 0, 0, , 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, , 
2022-06-13, 3, 12, , 8, 4, 0, , 7, 4, 2, 0, 0, 0, 0, 0, 0, 0, , 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 5, 0, , 5, 1, 1, , 2, 1, 2, , 1, 1, 0, 2, 2, 1, 2, 0, 0, 1, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, , 
2022-06-14, 8, 28, , 25, 3, 0, , 22, 12, 8, 0, 0, 0, 0, 0, 0, 0, , 3, 3, 2, 0, 3, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 17, 2, , 8, 5, 9, , 2, 0, 1, , 1, 1, 0, 0, 3, 0, 2, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, , 
2022-06-15, 7, 22, , 18, 4, 0, , 17, 10, 3, 0, 0, 0, 0, 0, 0, 0, , 2, 0, 2, 0, 2, 1, 0, 3, 2, 0, 0, 0, 0, 1, 1, 0, 0, 9, 2, , 2, 5, 10, , 3, 0, 2, , 0, 0, 0, 1, 3, 0, 3, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, , 
2022-06-16, 8, 23, , 20, 3, 0, , 15, 7, 8, 0, 0, 0, 0, 0, 0, 0, , 6, 4, 4, 0, 5, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 3, 2, 6, 2, , 0, 4, 16, , 2, 0, 2, , 1, 0, 0, 0, 1, 2, 0, 0, 0, 2, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, , 
2022-06-17, 4, 13, , 10, 3, 0, , 7, 4, 2, 0, 0, 0, 0, 0, 0, 0, , 3, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 1, 1, 2, 0, 6, 2, , 2, 2, 4, , 0, 0, 3, , 1, 0, 0, 0, 3, 0, 2, 0, 1, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, , 
2022-06-18, 8, 15, , 13, 2, 0, , 9, 6, 3, 0, 0, 0, 0, 0, 0, 0, , 1, 1, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 0, 2, 0, 8, 1, , 7, 2, 4, , 1, 0, 1, , 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, , 
2022-06-19, 5, 16, , 14, 2, 0, , 10, 4, 1, 0, 0, 0, 0, 0, 0, 0, , 3, 0, 2, 0, 4, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 4, 0, 7, 1, , 2, 1, 10, , 2, 0, 0, , 2, 0, 0, 0, 2, 1, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, , 
2022-06-20, 7, 17, , 13, 4, 0, , 9, 4, 3, 0, 0, 0, 0, 0, 0, 0, , 1, 0, 0, 0, 1, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 1, 0, 6, 1, , 4, 3, 6, , 2, 0, 2, , 1, 0, 0, 1, 2, 1, 3, 0, 0, 1, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, , 
2022-06-21, 9, 16, , 13, 3, 0, , 10, 5, 4, 0, 0, 0, 0, 0, 0, 0, , 0, 2, 2, 0, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 4, 1, , 2, 1, 10, , 2, 0, 1, , 1, 0, 0, 0, 2, 0, 3, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, , 
2022-06-22, 8, 12, , 9, 3, 0, , 7, 3, 6, 0, 0, 0, 0, 0, 0, 0, , 1, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 3, 0, , 3, 2, 3, , 3, 0, 1, , 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, , 
2022-06-23, 2, 28, , 27, 1, 0, , 13, 17, 3, 0, 0, 0, 0, 0, 0, 0, , 13, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 2, 7, 0, 26, 0, , 5, 4, 18, , 1, 0, 0, , 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, , 
2022-06-24, 6, 7, , 6, 1, 0, , 4, 3, 4, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 1, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, 1, , 1, 3, 2, , 0, 1, 0, , 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, , 
2022-06-25, 1, 16, , 14, 2, 0, , 13, 1, 5, 0, 0, 0, 0, 0, 0, 0, , 0, 4, 0, 0, 1, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 1, 0, 8, 0, , 5, 4, 4, , 1, 0, 1, , 0, 0, 0, 0, 2, 0, 2, 0, 0, 1, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, , 
2022-06-26, 4, 10, , 9, 1, 0, , 7, 3, 1, 0, 0, 0, 0, 0, 0, 0, , 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 7, 1, , 3, 3, 3, , 0, 0, 1, , 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, , 
2022-06-27, 6, 8, , 7, 1, 0, , 4, 3, 4, 0, 0, 0, 0, 0, 0, 0, , 1, 0, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, , 2, 1, 3, , 0, 1, 0, , 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, , 
2022-06-28, 4, 13, , 12, 1, 0, , 4, 7, 0, 0, 1, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 6, 2, , 3, 2, 7, , 0, 0, 1, , 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, , 
2022-06-29, 7, 17, , 15, 2, 0, , 11, 6, 4, 0, 0, 0, 0, 0, 0, 0, , 3, 1, 3, 0, 3, 1, 0, 2, 1, 0, 0, 0, 0, 0, 1, 0, 1, 5, 0, , 2, 5, 8, , 2, 0, 0, , 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, , 
2022-06-30, 6, 12, , 10, 2, 0, , 10, 1, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 1, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 6, 0, , 3, 1, 5, , 0, 1, 1, , 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, , 
2022-07-01, 7, 15, , 15, 0, 0, , 12, 3, 4, 0, 0, 0, 0, 0, 0, 0, , 3, 1, 3, 0, 2, 1, 2, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 6, 0, , 3, 4, 8, , 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, 0, , 
